gene	locus_tag	start	end	strand	product
yohC	b2135	2225043	2225631	-1	putative inner membrane protein
yohD	b2136	2225800	2226379	1	DedA family protein YohD
yohF	b2137	2226508	2227270	-1	putative oxidoreductase YohF
yohP	b4679	2228981	2229065	1	putative membrane protein YohP
dusC	b2140	2229437	2230385	-1	tRNA-dihydrouridine(16) synthase
yohJ	b2141	2230623	2231022	1	putative 3-hydroxypropanoate export protein YohJ
yohK	b2142	2231018	2231714	1	putative 3-hydroxypropanoate export protein YohK
cdd	b2143	2231843	2232728	1	cytidine/deoxycytidine deaminase
sanA	b2144	2232877	2233597	1	DUF218 domain-containing protein SanA
yeiS	b2145	2233599	2233839	1	DUF2542 domain-containing protein YeiS
preT	b2146	2234032	2235271	1	dihydropyrimidine dehydrogenase (NAD(+)) subunit PreT
preA	b2147	2235264	2236500	1	dihydropyrimidine dehydrogenase (NAD(+)) subunit PreA
mglC	b2148	2236742	2237753	-1	D-galactose/methyl-galactoside ABC transporter membrane subunit
mglA	b2149	2237768	2239289	-1	D-galactose/methyl-galactoside ABC transporter ATP binding subunit
mglB	b2150	2239349	2240348	-1	D-galactose/methyl-galactoside ABC transporter periplasmic binding protein
galS	b2151	2240627	2241668	-1	DNA-binding transcriptional dual regulator GalS
yeiB	b2152	2241809	2242967	-1	DUF418 domain-containing protein YeiB
folE	b2153	2242983	2243652	-1	GTP cyclohydrolase 1
yeiG	b2154	2243909	2244746	1	S-formylglutathione hydrolase/S-lactoylglutathione hydrolase
cirA	b2155	2244777	2246769	-1	Fe-catecholate outer membrane transporter CirA
lysP	b2156	2247062	2248532	-1	lysine:H(+) symporter
yeiE	b2157	2248736	2249618	-1	DNA-binding transcriptional dual regulator YeiE
yeiH	b2158	2249716	2250766	1	PF03601 family inner membrane protein YeiH
nfo	b2159	2250839	2251697	1	endonuclease IV
yeiI	b2160	2251699	2252788	1	putative sugar kinase YeiI
nupX	b2161	2252894	2254145	-1	putative nucleoside transporter
rihB	b2162	2254244	2255186	-1	pyrimidine-specific ribonucleoside hydrolase RihB
yeiL	b2163	2255354	2256014	1	DNA-binding transcriptional activator YeiL
psuT	b2164	2256084	2257335	-1	putative pseudouridine transporter
psuG	b2165	2257428	2258367	-1	pseudouridine-5'-phosphate glycosidase
psuK	b2166	2258354	2259296	-1	putative pseudouridine kinase
fruA	b2167	2259718	2261410	-1	fructose-specific PTS multiphosphoryl transfer protein FruA
fruK	b2168	2261426	2262365	-1	1-phosphofructokinase
fruB	b2169	2262364	2263495	-1	fructose-specific PTS multiphosphoryl transfer protein FruB
setB	b2170	2263862	2265044	1	sugar exporter SetB
yeiW	b4502	2265040	2265295	-1	putative metal-chelating domain-containing protein YeiW
yeiP	b2171	2265449	2266022	1	elongation factor P-like protein YeiP
yeiQ	b2172	2266244	2267711	1	putative oxidoreductase YeiQ
yeiR	b2173	2267828	2268815	1	zinc-binding GTPase YeiR
lpxT	b2174	2268853	2269567	1	lipid A-core phosphotransferase
mepS	b2175	2269978	2270545	1	peptidoglycan endopeptidase/peptidoglycan L,D-carboxypeptidase
pdeN	b2176	2270725	2272282	1	putative c-di-GMP phosphodiesterase PdeN
yejA	b2177	2272363	2274178	1	oligopeptide ABC transporter periplasmic binding protein YejA
yejB	b2178	2274178	2275273	1	putative oligopeptide ABC transporter membrane subunit YejB
yejE	b2179	2275272	2276298	1	putative oligopeptide ABC transporter membrane subunit YejE
yejF	b2180	2276299	2277889	1	oligopeptide ABC transporter ATP binding subunit YejF
yejG	b2181	2277892	2278237	-1	protein YejG
bcr	b2182	2278569	2279760	-1	multidrug efflux pump Bcr
rsuA	b2183	2279787	2280483	-1	16S rRNA pseudouridine(516) synthase
radD	b2184	2280631	2282392	1	DNA repair helicase RadD
rplY	b2185	2282516	2282801	1	50S ribosomal subunit protein L25
yejK	b2186	2282939	2283947	-1	nucleoid-associated protein YejK
yejL	b2187	2284128	2284356	1	DUF1414 domain-containing protein YejL
lapC	b2188	2284375	2286136	1	lipopolysaccharide signal transducer LapC
yejO	b2190	2286389	2290180	-1	adhesin-like autotransporter YejO
insH8	b2192	2289064	2290045	-1	IS5 transposase and trans-activator
narP	b2193	2290499	2291147	1	DNA-binding transcriptional dual regulator NarP
ccmH	b2194	2291357	2292410	-1	holocytochrome c synthase CcmH component
ccmG	b2195	2292406	2292964	-1	thiol:disulfide oxidoreductase CcmG
ccmF	b2196	2292960	2294904	-1	holocytochrome c synthase CcmF component
ccmE	b2197	2294900	2295380	-1	periplasmic heme chaperone
ccmD	b2198	2295376	2295586	-1	cytochrome c maturation protein D
ccmC	b2199	2295582	2296320	-1	cytochrome c maturation protein C
ccmB	b2200	2296361	2297024	-1	cytochrome c maturation protein B
ccmA	b2201	2297020	2297644	-1	cytochrome c maturation protein A
napC	b2202	2297656	2298259	-1	periplasmic nitrate reductase cytochrome c protein
napB	b2203	2298268	2298718	-1	periplasmic nitrate reductase cytochrome c550 protein
napH	b2204	2298714	2299578	-1	ferredoxin-type protein NapH
napG	b2205	2299564	2300260	-1	ferredoxin-type protein NapG
napA	b2206	2300266	2302753	-1	periplasmic nitrate reductase subunit NapA
napD	b2207	2302749	2303013	-1	NapA signal peptide-binding chaperone NapD
napF	b2208	2303002	2303497	-1	ferredoxin-type protein
yojO	b4604	2303605	2303770	1	uncharacterized protein YojO
eco	b2209	2303904	2304393	1	serine protease inhibitor ecotin
mqo	b2210	2305107	2306754	-1	malate:quinone oxidoreductase
yojI	b2211	2306971	2308615	-1	ABC transporter family protein/microcin J25 efflux protein
alkB	b2212	2308690	2309341	-1	DNA oxidative demethylase
ada	b2213	2309340	2310405	-1	DNA-binding transcriptional dual regulator/DNA repair protein Ada
ftp	b2214	2310478	2311534	-1	FAD:protein FMN transferase
ompC	b2215	2311645	2312749	-1	outer membrane porin C
rcsD	b2216	2313487	2316160	1	RcsD phosphotransferase
rcsB	b2217	2316176	2316827	1	DNA-binding transcriptional activator RcsB
rcsC	b2218	2317026	2319876	-1	histidine kinase RcsC
atoS	b2219	2320042	2321869	1	sensor histidine kinase AtoS
atoC	b2220	2321865	2323251	1	DNA-binding transcriptional activator/ornithine decarboxylase inhibitor AtoC
atoD	b2221	2323446	2324109	1	acetyl-CoA:acetoacetyl-CoA transferase subunit alpha
atoA	b2222	2324108	2324759	1	acetyl-CoA:acetoacetyl-CoA transferase subunit beta
atoE	b2223	2324755	2326078	1	short chain fatty acid transporter
atoB	b2224	2326108	2327293	1	acetyl-CoA acetyltransferase
yfaP	b2225	2327366	2328143	-1	DUF2135 domain-containing protein YfaP
yfaQ	b2226	2328147	2329797	-1	tandem DUF2300 domain-containing protein YfaQ
yfaT	b2229	2334335	2334959	-1	DUF1175 domain-containing protein YfaT
yfaA	b2230	2334955	2336644	-1	DUF2138 domain-containing protein YfaA
gyrA	b2231	2336792	2339420	-1	DNA gyrase subunit A
ubiG	b2232	2339566	2340289	1	bifunctional 3-demethylubiquinone-8 3-O-methyltransferase and 2-octaprenyl-6-hydroxyphenol methylase
yfaL	b2233	2340416	2344169	-1	putative autotransporter adhesin YfaL
ypaB	b4605	2344593	2344737	-1	protein YpaB
nrdA	b2234	2344864	2347150	1	ribonucleoside-diphosphate reductase 1 subunit alpha
yoaM	b4779	2347349	2347385	-1	protein YoaM
nrdB	b2235	2347383	2348514	1	ribonucleoside-diphosphate reductase 1 subunit beta
yfaE	b2236	2348513	2348768	1	ferredoxin-like diferric-tyrosyl radical cofactor maintenance protein YfaE
inaA	b2237	2348821	2349472	-1	putative lipopolysaccharide kinase InaA
glpQ	b2239	2349934	2351011	-1	glycerophosphoryl diester phosphodiesterase GlpQ
glpT	b2240	2351015	2352374	-1	sn-glycerol 3-phosphate:phosphate antiporter
glpA	b2241	2352646	2354275	1	anaerobic glycerol-3-phosphate dehydrogenase subunit A
glpB	b2242	2354264	2355524	1	anaerobic glycerol-3-phosphate dehydrogenase subunit B
glpC	b2243	2355520	2356711	1	anaerobic glycerol-3-phosphate dehydrogenase subunit C
rpnE	b2244	2356903	2357803	1	inactive recombination-promoting nuclease-like protein RpnE
yfaU	b2245	2358041	2358845	-1	2-keto-3-deoxy-L-rhamnonate aldolase
yfaV	b2246	2358862	2360152	-1	putative transporter YfaV
rhmD	b2247	2360208	2361414	-1	L-rhamnonate dehydratase
yfaX	b2248	2361428	2362211	-1	putative DNA-binding transcriptional regulator YfaX
yfaY	b2249	2362430	2363633	-1	IPR008135 CinA family protein YfaY
yfaZ	b2250	2363732	2364275	-1	putative porin YfaZ
nudI	b2251	2364553	2364979	1	pyrimidine deoxynucleotide diphosphatase NudI
ais	b2252	2365017	2365620	-1	putative lipopolysaccharide core heptose(II)-phosphate phosphatase
arnB	b2253	2365909	2367067	1	UDP-4-amino-4-deoxy-L-arabinose aminotransferase
arnC	b2254	2367070	2368039	1	undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
arnA	b2255	2368038	2370021	1	fused UDP-4-amino-4-deoxy-L-arabinose formyltransferase/UDP-glucuronate dehydrogenase
arnD	b2256	2370017	2370908	1	putative 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD
arnT	b2257	2370907	2372560	1	lipid IVA 4-amino-4-deoxy-L-arabinosyltransferase
arnE	b4544	2372556	2372892	1	undecaprenyl-phosphate-alpha-L-Ara4N flippase - ArnE subunit
arnF	b2258	2372891	2373278	1	undecaprenyl-phosphate-alpha-L-Ara4N flippase - ArnF subunit
pmrD	b2259	2373271	2373538	-1	signal transduction protein PmrD
menE	b2260	2373647	2375003	-1	o-succinylbenzoate--CoA ligase
menC	b2261	2374999	2375962	-1	o-succinylbenzoate synthase
menB	b2262	2375961	2376819	-1	1,4-dihydroxy-2-naphthoyl-CoA synthase
menH	b2263	2376833	2377592	-1	2-succinyl-6-hydroxy-2, 4-cyclohexadiene-1-carboxylate synthase
menD	b2264	2377588	2379259	-1	2-succinyl-5-enolpyruvyl-6-hydroxy-3- cyclohexene-1-carboxylate synthase
menF	b2265	2379347	2380643	-1	isochorismate synthase MenF
elaB	b2266	2380721	2381027	-1	tail-anchored inner membrane protein ElaB
elaA	b2267	2381081	2381543	-1	putative acetyltransferase ElaA
rbn	b2268	2381607	2382525	1	ribonuclease BN
elaD	b2269	2382712	2383924	1	protease ElaD
yfbK	b2270	2383994	2385722	-1	IPR002035/DUF3520 domain-containing protein YfbK
yfbL	b2271	2385859	2386831	1	putative peptidase YfbL
yfbM	b2272	2386933	2387437	1	DUF1877 domain-containing protein YfbM
yfbN	b2273	2387709	2388426	-1	uncharacterized protein YfbN
yfbO	b2274	2388634	2389057	1	uncharacterized protein YfbO
yfbP	b2275	2389115	2389964	1	uncharacterized protein YfbP
nuoN	b2276	2390047	2391505	-1	NADH:quinone oxidoreductase subunit N
nuoM	b2277	2391511	2393041	-1	NADH:quinone oxidoreductase subunit M
nuoL	b2278	2393204	2395046	-1	NADH:quinone oxidoreductase subunit L
nuoK	b2279	2395042	2395345	-1	NADH:quinone oxidoreductase subunit K
nuoJ	b2280	2395341	2395896	-1	NADH:quinone oxidoreductase subunit J
nuoI	b2281	2395907	2396450	-1	NADH:quinone oxidoreductase subunit I
nuoH	b2282	2396464	2397442	-1	NADH:quinone oxidoreductase subunit H
nuoG	b2283	2397438	2400165	-1	NADH:quinone oxidoreductase subunit G
nuoF	b2284	2400217	2401555	-1	NADH:quinone oxidoreductase subunit F
nuoE	b2285	2401551	2402052	-1	NADH:quinone oxidoreductase subunit E
nuoC	b2286	2402054	2403845	-1	NADH:quinone oxidoreductase subunit CD
nuoB	b2287	2403950	2404613	-1	NADH:quinone oxidoreductase subunit B
nuoA	b2288	2404628	2405072	-1	NADH:quinone oxidoreductase subunit A
lrhA	b2289	2405702	2406641	-1	DNA-binding transcriptional dual regulator LrhA
alaA	b2290	2407560	2408778	1	glutamate--pyruvate aminotransferase AlaA
yfbR	b2291	2408861	2409461	1	dCMP phosphohydrolase
yfbS	b2292	2409519	2411352	-1	putative transporter YfbS
hxpA	b2293	2411438	2412089	-1	hexitol phosphatase A
yfbU	b2294	2412099	2412594	-1	PF03887 family protein YfbU
yfbV	b2295	2412676	2413132	-1	PF04217 family membrane protein YfbV
ackA	b2296	2413469	2414672	1	acetate kinase
pta	b2297	2414746	2416891	1	phosphate acetyltransferase
yfcC	b2298	2417080	2418601	1	putative transporter YfcC
yfcD	b2299	2418633	2419176	-1	putative Nudix hydrolase YfcD
yfcE	b2300	2419233	2419788	-1	phosphodiesterase YfcE
yfcF	b2301	2419840	2420485	-1	glutathione S-transferase YfcF
yfcG	b2302	2420620	2421268	1	disulfide bond oxidoreductase YfcG
folX	b2303	2421324	2421687	1	dihydroneopterin triphosphate 2'-epimerase
yfcH	b2304	2421707	2422601	1	epimerase family protein YfcH
rpnB	b2305	2422648	2423539	-1	recombination-promoting nuclease RpnB
hisP	b2306	2423735	2424509	-1	lysine/arginine/ornithine ABC transporter/histidine ABC transporter, ATP binding subunit
hisM	b2307	2424516	2425233	-1	lysine/arginine/ornithine ABC transporter/histidine ABC transporter, membrane subunit HisM
hisQ	b2308	2425229	2425916	-1	lysine/arginine/ornithine ABC transporter/histidine ABC transporter, membrane subunit HisQ
hisJ	b2309	2426005	2426788	-1	histidine ABC transporter periplasmic binding protein
argT	b2310	2427008	2427791	-1	lysine/arginine/ornithine ABC transporter periplasmic binding protein
ubiX	b2311	2428056	2428626	-1	flavin prenyltransferase
purF	b2312	2428720	2430238	-1	amidophosphoribosyltransferase
cvpA	b2313	2430274	2430763	-1	colicin V production protein
dedD	b2314	2431021	2431684	-1	cell division protein DedD
folC	b2315	2431673	2432942	-1	bifunctional folylpolyglutamate synthetase/dihydrofolate synthetase
accD	b2316	2433011	2433926	-1	acetyl-CoA carboxyltransferase subunit beta
dedA	b2317	2434081	2434741	-1	DedA family protein DedA
truA	b2318	2434823	2435636	-1	tRNA pseudouridine(38-40) synthase
usg	b2319	2435635	2436649	-1	putative semialdehyde dehydrogenase Usg
pdxB	b2320	2436714	2437851	-1	erythronate-4-phosphate dehydrogenase
flk	b2321	2437949	2438945	1	putative flagella assembly protein
yfcJ	b2322	2438941	2440120	-1	putative transporter YfcJ
fabB	b2323	2440384	2441605	-1	3-oxoacyl-[acyl carrier protein] synthase 1
mnmC	b2324	2441763	2443770	1	fused tRNA 5-aminomethyl-2-thiouridylate methyltransferase and tRNA 5-aminomethyl-2-thiouridylate synthase
yfcL	b2325	2443890	2444169	-1	PF08891 family protein YfcL
epmC	b2326	2444202	2444751	-1	EF-P-Lys34 hydroxylase
yfcA	b2327	2444750	2445560	-1	putative transporter YfcA
mepA	b2328	2445559	2446384	-1	peptidoglycan DD-endopeptidase/peptidoglycan LD-endopeptidase
aroC	b2329	2446387	2447473	-1	chorismate synthase
prmB	b2330	2447507	2448440	-1	ribosomal protein L3 N(5)-glutamine methyltransferase
smrB	b2331	2448605	2449157	1	ribosome rescue factor SmrB
yfcO	b2332	2449227	2450049	-1	DUF2544 domain-containing protein YfcO
yfcP	b2333	2450050	2450590	-1	putative fimbrial protein YfcP
yfcQ	b2334	2450586	2451075	-1	putative fimbrial protein YfcQ
yfcR	b2335	2451071	2451584	-1	putative fimbrial protein YfcR
yfcS	b2336	2451583	2452336	-1	putative fimbrial chaperone YfcS
yfcV	b2339	2455082	2455646	-1	putative fimbrial protein YfcV
sixA	b2340	2456326	2456812	-1	phosphohistidine phosphatase SixA
fadJ	b2341	2457014	2459159	-1	multifunctional 3-hydroxyacyl-CoA dehydrogenase/3-hydroxyacyl-CoA epimerase/enoyl-CoA hydratase FadJ
fadI	b2342	2459158	2460469	-1	3-ketoacyl-CoA thiolase FadI
yfcZ	b2343	2460649	2460934	-1	DUF406 domain-containing protein YfcZ
fadL	b2344	2461305	2462646	1	long-chain fatty acid outer membrane channel/bacteriophage T2 receptor
yfdF	b2345	2463011	2464070	1	protein YfdF
mlaA	b2346	2464251	2465007	-1	intermembrane phospholipid transport system - outer membrane lipoprotein MlaA
yfdC	b2347	2465300	2466233	1	inner membrane protein YfdC
intS	b2349	2466544	2467702	1	prophage CPS-53 integrase
yfdG	b2350	2467854	2468217	1	putative bactoprenol-linked glucose translocase
yfdH	b2351	2468213	2469134	1	bactoprenol glucosyl transferase
yfdI	b2352	2469130	2470462	1	serotype-specific glucosyl transferase YfdI
yodE	b4780	2470496	2470643	-1	toxic protein YodE
yfdK	b2354	2471076	2471517	-1	putative tail fiber assembly protein YfdK
yfdM	b2356	2472111	2472387	-1	putative methyltransferase YfdM
yfdN	b2357	2472386	2472881	-1	uncharacterized protein YfdN
yfdO	b2358	2472877	2473246	-1	protein YdfO
yfdP	b2359	2473603	2473966	1	uncharacterized protein YfdP
yfdQ	b2360	2474031	2474856	1	DUF2303 domain-containing protein YfdQ
yfdR	b2361	2474983	2475520	1	5'-deoxynucleotidase
yfdS	b2362	2475510	2475873	1	protein YfdS
yfdT	b2363	2475872	2476178	1	protein YfdT
ypdJ	b4545	2476093	2476234	1	putative uncharacterized protein YpdJ
torI	b4501	2476309	2476510	1	prophage CPS-53 recombination directionality factor and response regulator inhibitor
dsdC	b2364	2476693	2477629	-1	DNA-binding transcriptional dual regulator DsdC
dsdX	b2365	2477846	2479184	1	D-serine transporter
dsdA	b2366	2479201	2480530	1	D-serine ammonia-lyase
emrY	b2367	2480637	2482176	-1	tripartite efflux pump membrane subunit EmrY
emrK	b2368	2482175	2483339	-1	tripartite efflux pump membrane fusion protein EmrK
evgL	b4781	2483728	2483758	1	protein EvgL
evgA	b2369	2483754	2484369	1	DNA-binding transcriptional activator EvgA
evgS	b2370	2484373	2487967	1	sensor histidine kinase EvgS
yfdE	b2371	2488022	2489168	-1	acetyl-CoA:oxalate CoA-transferase
yfdV	b2372	2489241	2490186	-1	putative transport protein YfdV
oxc	b2373	2490255	2491950	-1	oxalyl-CoA decarboxylase
frc	b2374	2492003	2493254	-1	formyl-CoA transferase
yfdX	b2375	2493766	2494402	-1	protein YfdX
ypdI	b2376	2494697	2494973	1	colanic acid synthesis putative lipoprotein YpdI
yfdY	b2377	2495049	2495292	-1	DUF2545 domain-containing protein YfdY
lpxP	b2378	2495644	2496565	1	palmitoleoyl acyltransferase
ypdK	b4680	2496920	2496992	1	putative membrane protein YpdK
alaC	b2379	2497056	2498295	-1	glutamate--pyruvate aminotransferase AlaC
pyrS	b2380	2498670	2500368	1	sensor histidine kinase PyrS
pyrR	b2381	2500382	2501117	1	DNA-binding transcriptional activator PyrR
ypdC	b2382	2501129	2501987	1	putative AraC-type DNA-binding transcriptional regulator YpdC
fryA	b2383	2501989	2504485	-1	putative PTS multiphosphoryl transfer protein FryA
ypdE	b2384	2504509	2505547	-1	aminopeptidase YpdE
ypdF	b2385	2505546	2506632	-1	aminopeptidase YpdF
fryC	b2386	2506646	2507894	-1	putative PTS enzyme IIC component FryC
fryB	b2387	2507915	2508242	-1	putative PTS enzyme IIB component FryB
glk	b2388	2508460	2509426	-1	glucokinase
yfeO	b2389	2509629	2510886	1	putative transport protein YfeO
ypeC	b2390	2511000	2511327	1	DUF2502 domain-containing protein YpeC
mntH	b2392	2511467	2512706	-1	Mn(2(+)):H(+) symporter
ypeD	b4819	2512686	2512776	-1	protein YpeD
nupC	b2393	2513041	2514244	1	nucleoside:H(+) symporter NupC
insL3	b2394	2514330	2515443	1	putative IS186/IS421 transposase
pdeA	b2395	2515642	2517832	-1	putative cyclic di-GMP phosphodiesterase PdeA
yfeC	b2398	2518466	2518811	1	DNA-binding transcriptional dual regulator YfeC
yfeD	b2399	2518812	2519205	1	putative DNA-binding transcriptional regulator YfeD
gltX	b2400	2519256	2520672	-1	glutamate--tRNA ligase
xapR	b2405	2521592	2522477	-1	DNA-binding transcriptional activator XapR
xapB	b2406	2522728	2523985	-1	xanthosine:H(+) symporter XapB
xapA	b2407	2524044	2524878	-1	xanthosine phosphorylase
yfeN	b2408	2525126	2525891	1	putative outer membrane porin YfeN
yfeR	b2409	2525929	2526856	-1	putative DNA-binding transcriptional regulator YfeR
yfeH	b2410	2526945	2527944	1	putative solute:Na(+) symporter
ypeB	b4546	2527940	2528159	-1	PF12843 family protein YpeB
ligA	b2411	2528160	2530176	-1	DNA ligase
zipA	b2412	2530246	2531233	-1	cell division protein ZipA
cysZ	b2413	2531462	2532224	1	sulfate:H(+) symporter
cysK	b2414	2532408	2533380	1	cysteine synthase A
ptsH	b2415	2533763	2534021	1	phosphocarrier protein HPr
ptsI	b2416	2534065	2535793	1	PTS enzyme I
crr	b2417	2535833	2536343	1	Enzyme IIA(Glc)
pdxK	b2418	2536385	2537237	-1	pyridoxine/pyridoxal/pyridoxamine kinase
yfeK	b2419	2537341	2537716	1	DUF5329 domain-containing protein YfeK
yfeS	b2420	2537748	2538483	1	PF05406 family protein YfeS
cysM	b2421	2538671	2539583	-1	cysteine synthase B
cysA	b2422	2539716	2540814	-1	sulfate/thiosulfate ABC transporter ATP binding subunit
cysW	b2423	2540803	2541679	-1	sulfate/thiosulfate ABC transporter inner membrane subunit CysW
cysU	b2424	2541678	2542512	-1	sulfate/thiosulfate ABC transporter inner membrane subunit CysU
cysP	b2425	2542511	2543528	-1	thiosulfate/sulfate ABC transporter periplasmic binding protein CysP
ucpA	b2426	2543831	2544623	-1	oxidoreductase UcpA
murR	b2427	2544751	2545609	-1	DNA-binding transcriptional dual regulator MurR
murQ	b2428	2545772	2546669	1	N-acetylmuramic acid 6-phosphate etherase
murP	b2429	2546672	2548097	1	N-acetylmuramic acid-specific PTS enzyme IICB component/anhydro-N-acetylmuramic acid transporter
yfeW	b2430	2548101	2549406	1	penicillin binding protein 4B
yfeX	b2431	2549645	2550545	-1	porphyrinogen peroxidase
yfeY	b2432	2550640	2551216	-1	DUF1131 domain-containing lipoprotein YfeY
yfeZ	b2433	2551276	2551726	-1	putative inner membrane protein
ypeA	b2434	2551712	2552138	-1	putative acetyltransferase YpeA
amiA	b2435	2552351	2553221	1	N-acetylmuramoyl-L-alanine amidase A
hemF	b2436	2553224	2554124	1	coproporphyrinogen III oxidase
eutR	b2437	2554129	2555182	-1	putative DNA-binding transcriptional regulator EutR
eutK	b2438	2555227	2555728	-1	putative structural protein, ethanolamine utilization microcompartment
eutL	b2439	2555740	2556400	-1	putative structural protein, ethanolamine utilization microcompartment
eutC	b2440	2556409	2557297	-1	ethanolamine ammonia-lyase subunit beta
eutB	b2441	2557317	2558679	-1	ethanolamine ammonia-lyase subunit alpha
intZ	b2442	2558857	2560066	1	putative phage integrase IntZ
yffL	b2443	2560256	2560898	1	uncharacterized protein YffL
yffM	b2444	2561367	2561613	1	uncharacterized protein YffM
yffN	b2445	2561624	2561993	1	uncharacterized protein YffN
yffO	b2446	2562110	2562527	1	uncharacterized protein YffO
yffP	b2447	2562523	2563117	1	uncharacterized protein YffP
yffQ	b2448	2563591	2563969	1	uncharacterized protein YffQ
yffR	b2449	2563979	2564372	1	uncharacterized protein YffR
yffS	b2450	2564522	2565332	1	uncharacterized protein YffS
eutA	b2451	2565480	2566884	-1	ethanolamine ammonia-lyase reactivase EutA
eutH	b2452	2566880	2568107	-1	putative ethanolamine permease EutH
eutG	b2453	2568323	2569511	-1	putative alcohol dehydrogenase EutG
eutJ	b2454	2569500	2570337	-1	putative ethanolamine utilization chaperonin EutJ
eutE	b2455	2570347	2571751	-1	acetaldehyde dehydrogenase (acetylating) EutE
eutN	b2456	2571762	2572050	-1	putative ethanolamine catabolic microcompartment shell protein EutN
eutM	b2457	2572156	2572450	-1	putative ethanolamine catabolic microcompartment shell protein EutM
eutD	b2458	2572488	2573505	-1	phosphate acetyltransferase EutD
eutT	b2459	2573501	2574305	-1	putative ethanolamine utilization cobalamin adenosyltransferase
eutQ	b2460	2574301	2575003	-1	putative ethanolamine utilization acetate kinase EutQ
eutP	b2461	2574977	2575457	-1	putative ethanolamine utilization acetate kinase EutP
eutS	b2462	2575469	2575805	-1	putative ethanolamine catabolic microcompartment shell protein EutS
maeB	b2463	2576097	2578377	-1	malate dehydrogenase (oxaloacetate-decarboxylating) (NADP(+))
talA	b2464	2578665	2579616	1	transaldolase A
tktB	b2465	2579635	2581639	1	transketolase 2
ypfG	b2466	2581733	2582777	-1	DUF1176 domain-containing protein YpfG
nudK	b2467	2582902	2583478	-1	GDP-mannose hydrolase
aegA	b2468	2583545	2585525	-1	putative oxidoreductase AegA
narQ	b2469	2585730	2587431	1	sensor histidine kinase NarQ
acrD	b2470	2587594	2590708	1	multidrug efflux pump RND permease AcrD
ypfM	b4606	2590806	2590866	-1	uncharacterized protein YpfM
yffB	b2471	2591246	2591603	1	putative reductase YffB
dapE	b2472	2591606	2592734	1	succinyl-diaminopimelate desuccinylase
ypfN	b4547	2592761	2592962	1	PF13980 family protein YpfN
ypfH	b2473	2593071	2593770	-1	esterase YpfH
tmcA	b2474	2593843	2595859	-1	tRNA(Met) cytidine acetyltransferase
ypfJ	b2475	2595873	2596737	-1	uncharacterized protein YpfJ
purC	b2476	2596904	2597618	-1	phosphoribosylaminoimidazole-succinocarboxamide synthase
bamC	b2477	2597830	2598865	-1	outer membrane protein assembly factor BamC
dapA	b2478	2598881	2599760	-1	4-hydroxy-tetrahydrodipicolinate synthase
gcvR	b2479	2599905	2600478	1	transcriptional regulator GcvR
bcp	b2480	2600477	2600948	1	thiol peroxidase
hyfA	b2481	2601200	2601818	1	hydrogenase 4 component A
hyfB	b2482	2601817	2603836	1	hydrogenase 4 component B
hyfC	b2483	2603846	2604794	1	hydrogenase 4 component C
hyfD	b2484	2604810	2606250	1	hydrogenase 4 component D
hyfE	b2485	2606261	2606912	1	hydrogenase 4 component E
hyfF	b2486	2606916	2608497	1	hydrogenase 4 component F
hyfG	b2487	2608486	2610154	1	hydrogenase 4 catalytic subunit HyfG
hyfH	b2488	2610163	2610709	1	hydrogenase 4 component H
hyfI	b2489	2610705	2611464	1	hydrogenase 4 catalytic subunit HyfI
hyfJ	b2490	2611456	2611870	1	putative hydrogenase 4 assembly protein
hyfR	b2491	2611899	2613912	1	DNA-binding transcriptional activator HyfR
focB	b2492	2613933	2614782	1	formate channel FocB
yfgO	b2493	2614819	2615881	-1	putative transporter YfgO
bepA	b2494	2616093	2617557	1	beta-barrel assembly-enhancing protease
yfgD	b2495	2617577	2617937	1	putative oxidoreductase YfgD
hda	b2496	2618074	2618776	-1	inibitor of reinitiation of DNA replication
uraA	b2497	2618870	2620160	-1	uracil:H(+) symporter UraA
upp	b2498	2620245	2620872	-1	uracil phosphoribosyltransferase
purM	b2499	2621196	2622234	1	phosphoribosylformylglycinamide cyclo-ligase
purN	b2500	2622233	2622872	1	phosphoribosylglycinamide formyltransferase 1
ppk	b2501	2623043	2625110	1	polyphosphate kinase
ppx	b2502	2625114	2626656	1	exopolyphosphatase
pdeF	b2503	2626694	2628938	-1	cyclic di-GMP phosphodiesterase PdeF
yfgG	b2504	2629289	2629481	1	Ni/Co stress response protein YfgG
yfgH	b2505	2629791	2630310	1	lipoprotein YfgH
yfgI	b2506	2630325	2630865	1	nalidixic acid resistance protein YfgI
guaA	b2507	2630957	2632535	-1	GMP synthetase
guaB	b2508	2632603	2634070	-1	inosine 5'-monophosphate dehydrogenase
xseA	b2509	2634231	2635602	1	exodeoxyribonuclease VII subunit XseA
yfgJ	b2510	2635598	2635814	-1	zinc ribbon domain-containing protein YfgJ
der	b2511	2635883	2637356	-1	50S ribosomal subunit stability factor
bamB	b2512	2637473	2638652	-1	outer membrane protein assembly factor BamB
yfgM	b2513	2638662	2639283	-1	ancillary SecYEG translocon subunit
hisS	b2514	2639300	2640575	-1	histidine--tRNA ligase
ispG	b2515	2640685	2641804	-1	(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (flavodoxin)
rodZ	b2516	2641830	2642844	-1	cytoskeleton protein RodZ
